Islamic Movement of Iraqi Mujahidin,1920 Revolution Brigades,0.013598246070278777
Islamic Movement of Iraqi Mujahidin,Omar Bin Khattab Group,0.015272626198833779
Islamic Movement of Iraqi Mujahidin,Mujahedeen Brigades,0.015349873844935016
Islamic Movement of Iraqi Mujahidin,Mujahedeen Shura Council,0.014288669314185947
Islamic Movement of Iraqi Mujahidin,Junaid Jihadist Battalion,0.016566715148289196
Islamic Movement of Iraqi Mujahidin,Jaish al-Ta'ifa al-Mansura,0.01583419023742391
Islamic Movement of Iraqi Mujahidin,Mujahedeen Army,0.016264747580111878
Islamic Movement of Iraqi Mujahidin,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.009467872108550037
Islamic Movement of Iraqi Mujahidin,Ansar al-Din,0.013681945276127323
Islamic Movement of Iraqi Mujahidin,Holders of the Black Banners,0.014439362635264472
Islamic Movement of Iraqi Mujahidin,Mujahedeen Corps in Iraq,0.016622387013911763
Islamic Movement of Iraqi Mujahidin,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.016973912962113206
Islamic Movement of Iraqi Mujahidin,Armed Vanguards of a Second Mohammed Army,0.012898053011286404
Islamic Movement of Iraqi Mujahidin,Imam Hussein Brigade,0.0157875183590804
Islamic Movement of Iraqi Mujahidin,Khalid ibn Walid Brigade,0.01722578574045546
Islamic Movement of Iraqi Mujahidin,Badr Brigades,0.016980731056910153
Mahdi Army,Mahdi Army,0.01663947255176287
Mahdi Army,1920 Revolution Brigades,0.013547896153409343
Mahdi Army,Omar Bin Khattab Group,0.017214460612212105
Mahdi Army,Mujahedeen Brigades,0.013528156531375684
Mahdi Army,Mujahedeen Shura Council,0.01360205982637832
Mahdi Army,Junaid Jihadist Battalion,0.02390291969960671
Mahdi Army,Jaish al-Ta'ifa al-Mansura,0.01583790250935772
Mahdi Army,Mujahedeen Army,0.01563922852401591
Mahdi Army,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.010821786992289705
Mahdi Army,Ansar al-Din,0.016736727845047237
Mahdi Army,Holders of the Black Banners,0.017999995860951676
Mahdi Army,Mujahedeen Corps in Iraq,0.01669691147350639
Mahdi Army,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.0198049509439659
Mahdi Army,Armed Vanguards of a Second Mohammed Army,0.015361322821271197
Mahdi Army,Imam Hussein Brigade,0.016246911303309866
Mahdi Army,Khalid ibn Walid Brigade,0.014514436400246356
Mahdi Army,Badr Brigades,0.017667369461557725
1920 Revolution Brigades,1920 Revolution Brigades,0.01411668183040111
1920 Revolution Brigades,Omar Bin Khattab Group,0.01480621316336789
1920 Revolution Brigades,Mujahedeen Brigades,0.015318131201986749
1920 Revolution Brigades,Mujahedeen Shura Council,0.017274339098108018
1920 Revolution Brigades,Junaid Jihadist Battalion,0.01840622197833229
1920 Revolution Brigades,Jaish al-Ta'ifa al-Mansura,0.019388818046733102
1920 Revolution Brigades,Mujahedeen Army,0.01402623745570885
1920 Revolution Brigades,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.008547810032700547
1920 Revolution Brigades,Ansar al-Din,0.01557957184811673
1920 Revolution Brigades,Holders of the Black Banners,0.014255272569706288
1920 Revolution Brigades,Mujahedeen Corps in Iraq,0.017967627723783883
1920 Revolution Brigades,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.015860135796858722
1920 Revolution Brigades,Armed Vanguards of a Second Mohammed Army,0.012255338791313998
1920 Revolution Brigades,Imam Hussein Brigade,0.01294870070426734
1920 Revolution Brigades,Khalid ibn Walid Brigade,0.016343176905148093
1920 Revolution Brigades,Badr Brigades,0.017049034988001727
Omar Bin Khattab Group,Omar Bin Khattab Group,0.015387314887957585
Omar Bin Khattab Group,Mujahedeen Brigades,0.018667734212053685
Omar Bin Khattab Group,Mujahedeen Shura Council,0.013972967292953406
Omar Bin Khattab Group,Junaid Jihadist Battalion,0.016220070096605577
Omar Bin Khattab Group,Jaish al-Ta'ifa al-Mansura,0.013561212556952841
Omar Bin Khattab Group,Mujahedeen Army,0.01680158634357458
Omar Bin Khattab Group,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.012532749371939959
Omar Bin Khattab Group,Ansar al-Din,0.01798423202977532
Omar Bin Khattab Group,Holders of the Black Banners,0.015270252992215226
Omar Bin Khattab Group,Mujahedeen Corps in Iraq,0.016655573236065993
Omar Bin Khattab Group,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.014573544475899267
Omar Bin Khattab Group,Armed Vanguards of a Second Mohammed Army,0.02050202494550383
Omar Bin Khattab Group,Imam Hussein Brigade,0.013522472674588509
Omar Bin Khattab Group,Khalid ibn Walid Brigade,0.018960136832679615
Omar Bin Khattab Group,Badr Brigades,0.014593567716695103
Mujahedeen Brigades,Mujahedeen Brigades,0.018286178975630365
Mujahedeen Brigades,Mujahedeen Shura Council,0.015384124281132292
Mujahedeen Brigades,Junaid Jihadist Battalion,0.01731952823842686
Mujahedeen Brigades,Jaish al-Ta'ifa al-Mansura,0.012025397822804984
Mujahedeen Brigades,Mujahedeen Army,0.015874780061931736
Mujahedeen Brigades,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.01036784868432321
Mujahedeen Brigades,Ansar al-Din,0.014818407712367816
Mujahedeen Brigades,Holders of the Black Banners,0.01539592687548553
Mujahedeen Brigades,Mujahedeen Corps in Iraq,0.016120283006500827
Mujahedeen Brigades,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.017145681840142896
Mujahedeen Brigades,Armed Vanguards of a Second Mohammed Army,0.022508795371331974
Mujahedeen Brigades,Imam Hussein Brigade,0.011212899002801258
Mujahedeen Brigades,Khalid ibn Walid Brigade,0.01644507505181317
Mujahedeen Brigades,Badr Brigades,0.012883442067712553
Mujahedeen Shura Council,Mujahedeen Shura Council,0.014067014108546327
Mujahedeen Shura Council,Junaid Jihadist Battalion,0.016016854320228088
Mujahedeen Shura Council,Jaish al-Ta'ifa al-Mansura,0.013455149114663431
Mujahedeen Shura Council,Mujahedeen Army,0.01621335087615016
Mujahedeen Shura Council,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.011775930477235646
Mujahedeen Shura Council,Ansar al-Din,0.01615350541390934
Mujahedeen Shura Council,Holders of the Black Banners,0.015244055775200663
